rid,reason,label,text
225813602882445523,dup_v1_exata,fake,Dobramos o valor do financiamento para a classe média.
27064515035444781,dup_nova_near,fake,Confira também: 8 fake news sobre alertas de golpes na internet ﻿
868501421850396990,dup_nova_near,fake,Confira o desmentido em vídeo:
997397858735223889,dup_v1_exata,fake,"Não autorizei, jamais autorizaria algo dessa natureza [aumentar a lotação dos ônibus], são normas técnicas que o metrô e ônibus tem que seguir, não uma determinação do prefeito."
135604378247843566,dup_v1_exata,fake,O PSDB investiga e pune cartéis [do metrô].
362617993917822622,dup_v1_exata,fake,Recurso [a Prefeitura de SP] tem: cada CEU custa R$ 25 milhões.
207431707935746954,dup_nova_near,fake,Assista ao nosso desmentido em vídeo
557497756209249026,dup_v1_near,fake,"A Tim a Claro e a Oi fazem 26 anos hoje. Envie isto para 20 pessoas, em seguida olhe seu saldo no *222#/*544#/*805 e você ganha R$900,00 em créditos válidos por 120 meses. Funciona mesmo acabou de cai"
621532308211942894,dup_nova_near,fake,Vídeo: Boatos.org explica por que estes vídeos não podem hackear celulares
723667609313844420,dup_nova_near,fake,Assista ao desmentido em vídeo ﻿
23022217353723679,dup_nova_near,fake,Confira o desmentido em vídeo: ﻿
172099365626613856,dup_v1_exata,true,"O Orçamento reduz o défice e a dívida, cumprindo os nossos compromissos internacionais."
142058563009888574,dup_nova_near,fake,Confira também: 8 fake news sobre alertas de golpes na internet ﻿
1018185338986038606,dup_v1_exata,true,Estamos a falar de impostos que vão afetar uma gama de produtos muito pequena e não são propriamente produtos agroalimentares. São produtos da área das bebidas e que têm a ver com razões de saúde e qu
506312475254128750,dup_nova_near,fake,Confira o desmentido em vídeo:
268696107020090976,dup_nova_near,fake,Vídeo: Boatos.org explica por que estes vídeos não podem hackear celulares
925232029298959007,dup_nova_near,fake,Vídeo: Boatos.org explica por que estes vídeos não podem hackear celulares
40934123140065522,dup_nova_near,fake,Vídeo: Boatos.org explica por que estes vídeos não podem hackear celulares
692289423338412775,dup_nova_near,fake,Confira também: 8 fake news sobre alertas de golpes na internet ﻿
995851366150361063,dup_nova_near,fake,Vídeo: Boatos.org explica por que estes vídeos não podem hackear celulares
938415133581099041,dup_nova_near,fake,Assista ao nosso desmentido em vídeo
829545226675350764,dup_nova_near,fake,Vídeo: Boatos.org explica por que estes vídeos não podem hackear celulares
997159066603325045,dup_nova_near,fake,Confira o desmentido em vídeo ﻿
126007778312895654,dup_nova_near,fake,Confira o desmentido em vídeo ﻿
567160895180386615,dup_nova_near,fake,Confira o nosso desmentido em vídeo:
1033094870773973151,dup_v1_exata,fake,O ministro das Finanças não mentiu.
1012437420185784718,dup_nova_near,fake,Confira o nosso desmentido em vídeo
970012872640821353,dup_nova_near,fake,Confira o desmentido em vídeo
698279770156179615,dup_nova_near,fake,Confira o desmentido em vídeo
906403494224664476,dup_nova_near,fake,Confira o nosso desmentido sobre o caso da cobra em vídeo
554701147736968190,dup_nova_near,fake,Confira o nosso desmentido sobre o caso da cobra em vídeo
101999036532343763,dup_nova_near,fake,Confira o nosso desmentido sobre o caso da cobra em vídeo
271137730664719116,dup_nova_near,fake,Vídeo: Boatos.org explica por que estes vídeos não podem hackear celulares
265853618238082917,dup_nova_near,fake,Atenção! Textos falsos atribuídos a Arnaldo Jabor e Alexandre Garcia sempre circulam na web. Saiba quando desconfiar: ﻿
871475678968933249,dup_v1_exata,fake,"LULINHA & VEJA LANÇADA ONTEM EM SP VAI QUEBRAR O PAU: Vai ser publicada na VEJA desse final de semana a RIQUEZA do LULINHA. Sócio majoritário dos Frigoríficos JBS (Friboi), SÓCIO majoritário da Telefo"
781597998964761559,dup_nova_near,fake,Confira o desmentido em vídeo
71911799475105295,dup_nova_near,fake,Confira o nosso desmentido em vídeo
319074560951565902,dup_nova_near,fake,Confira o desmentido em vídeo
524981825257336463,dup_nova_near,fake,Confira o desmentido em vídeo
991679923598006578,dup_nova_near,fake,Confira também: 8 fake news sobre alertas de golpes na internet ﻿
219303244280166725,dup_nova_near,fake,Confira o desmentido em vídeo ﻿
295241566075306642,dup_nova_near,fake,Alerta: tenha cuidado com mensagens que imputam crimes a mortos jovens em ações da polícia ﻿
85730607586983291,dup_nova_near,fake,"Confira dica para não cair, nunca mais, em boatos de mortes de celebridades: ﻿"
509612400581520763,dup_v1_exata,fake,80% das denúncias de estupro são falsas.
976289649088165202,dup_nova_near,fake,Confira também: 8 fake news sobre alertas de golpes na internet ﻿
762171875205064956,dup_v1_exata,fake,Facebook muda compartilhamento no mês de abril e causa confusão.
751028051869955883,dup_v1_exata,fake,"O governo federal está entregando quase metade, metade de todo o orçamento público para o pagamento de juros e serviços da dívida. A outra metade se divide entre a Previdência, na maior parte, e cerca"
788706436865334170,dup_nova_near,fake,Assista ao desmentido em vídeo
543394742067134937,dup_nova_near,fake,Justiça determina bloqueio do WhatsApp em 2017 #boato
363379878758794504,dup_nova_near,fake,WhatsApp vai cobrar 0.37 centavos #boato
375704044506238993,dup_nova_near,fake,Assista ao desmentido em vídeo:
350790670552692424,dup_nova_near,fake,"Confira dica para não cair, nunca mais, em boatos de mortes de celebridades: ﻿"
818280102102729762,dup_nova_near,fake,Confira o desmentido sobre esse tipo de boato em vídeo ﻿
1037782143559320650,dup_nova_near,fake,Confira o nosso desmentido em vídeo
534714208491760259,dup_nova_near,fake,Confira o nosso desmentido em vídeo
847594745793516144,dup_v1_exata,fake,"Setores da imprensa vêm destacando uma acusação do delator de que, em 2014, eu teria recebido R$ 60 milhões em ‘propina’. Mas muito poucos tiveram a curiosidade de pesquisar e constatar que isso se re"
680954799122880881,dup_nova_near,fake,Confira o desmentido em vídeo ﻿
337424241729718042,dup_v1_exata,fake,"O que está acontecendo é que nós temos o maior retrocesso da história do nosso país na agenda ambiental. Isso começou com o governo da presidente Dilma [Rousseff, do PT]. Agora estão sendo aprofundado"
555325029148944663,dup_nova_near,fake,Confira o desmentido em vídeo: ﻿
1120221440562277545,dup_nova_near,fake,Confira o desmentido em vídeo:
742514957071545558,dup_nova_near,fake,Confira o desmentido em vídeo: ﻿
128294141088220935,dup_nova_near,fake,Confira o desmentido em vídeo: ﻿
122423163135288218,dup_nova_near,fake,"Confira dica para não cair, nunca mais, em boatos de mortes de celebridades: ﻿"
669400487484803877,dup_nova_near,fake,Confira o nosso desmentido em vídeo
824733644020438510,dup_nova_near,fake,Confira o desmentido em vídeo
1103035082414753265,dup_nova_near,fake,Confira o desmentido em vídeo
808004851587154487,dup_v1_exata,fake,"A ÁGUA GELADA FAZ MAL PARA VOCÊ. No passado, dizia-se que: se não lhe afetar na juventude, vai afetar na velhice. Ela fecha 4 veias do coração e causa ataque cardíaco. Bebidas geladas são a principal "
423685365844858068,dup_v1_exata,fake,Fui eu que criei os sapadores florestais em 1999. Não existiam. (...) Voltei ao governo 18 anos depois e encontrei 240 equipas com os mesmos equipamentos de há 18 anos. (...) Equipas com viaturas a ca
494409678628206357,dup_v1_exata,fake,"Quem deixa a Procuradoria tem uma quarentena, se não me engano de dois ou três meses. Não houve quarentena, o cidadão saiu e foi trabalhar, depois de procurar a empresa para oferecer seus serviços."
995065200640206400,dup_v1_exata,fake,"Gravação de Joesley Batista de conversa com Temer é uma prova ilegal, Denúncia da PGR é ilação e não traz provas, Procurador deixou a PGR e foi ajudar defesa da J&F, Joesley Batista estava para ser pr"
364509255524426519,dup_nova_near,fake,Confira o nosso desmentido em vídeo
420749418493783581,dup_nova_near,fake,Confira o nosso desmentido em vídeo
745607928741957041,dup_nova_near,fake,Confira o desmentido em vídeo:
979173360513210713,dup_nova_near,fake,Confira o nosso desmentido em vídeo
356098152321255273,dup_nova_near,fake,Confira também o nosso desmentido em vídeo:
146715055957585938,dup_nova_near,fake,Confira o nosso desmentido em vídeo
946610981789685583,dup_v1_exata,true,"""Os dados económicos mostram que está a haver uma decisiva criação de confiança nos agentes económicos"""
787875393589126070,dup_nova_near,fake,Confira o nosso desmentido em vídeo
364092803259647377,dup_v1_exata,fake,Decisão do STF 'liberou' presos por roubo de celulares de até R$ 500
604812423667717291,dup_nova_near,fake,"Confira dica para não cair, nunca mais, em boatos de mortes de celebridades: ﻿"
220414767888513097,dup_v1_exata,fake,"Para ser uma grande nação, o Brasil precisa de um presidente honesto, cristão e patriota. O meu voto é não."
772909153166834571,dup_nova_near,fake,Confira o desmentido em vídeo: ﻿
346237202450732107,dup_nova_near,fake,Assista ao desmentido em vídeo ﻿
439914650610288436,dup_nova_near,fake,Vídeo explica quais são as chances de um tsunami ocorrer no Brasil. Confira! ﻿
974894722547148211,dup_nova_near,fake,Vídeo explica quais são as chances de um tsunami ocorrer no Brasil. Confira! ﻿
669361471947512328,dup_v1_exata,fake,Juiz Sérgio Moro ganha mais de R$ 100 mil por mês
123858266554118778,dup_nova_near,fake,Confira o desmentido em vídeo: ﻿
205336781600025682,dup_nova_near,fake,Confira o desmentido em vídeo ﻿
963022026607685101,dup_nova_near,fake,Confira o desmentido em vídeo ﻿
265557354285455006,dup_v1_exata,fake,O Ciência Sem Fronteiras é um percentual ínfimo [do Orçamento]. Estamos falando de R$ 3 bilhões.
641683298338001185,dup_v1_exata,fake,É consenso que aquecimento global aumenta a intensidade dos furacões?
742727545446164779,dup_nova_near,fake,Confira o desmentido em vídeo:
253597190411453119,dup_v1_exata,fake,O PT perdeu 60% dos votos no Brasil entre 2012 e 2016.
551920465341293634,dup_nova_near,fake,Confira o desmentido em vídeo:
332049679505170642,dup_v1_exata,fake,Bloquear o suor das axilas pode aumentar chances de ter câncer de mama?
768013131697286496,dup_v1_exata,fake,"Hoje começou a marcação de mamografia no Hospital Mário Kroeff , das 9 às 15:00h, ligue no tel: avisem as Mulheres é de graça Por favor não deixem de compartilhar a outros grupos. #Outubro #Rosa"
1037056542145677283,dup_nova_near,fake,Confira o desmentido em vídeo ﻿
1067340096111980402,dup_nova_near,fake,Confira o desmentido no vídeo abaixo: ﻿
222142048923759832,dup_nova_near,fake,Assista ao nosso recado sobre celulares que explodem e fotos de pessoas mortas e compartilhe:
110930258661490667,dup_nova_near,fake,Confira o desmentido em vídeo
164768534595103780,dup_v1_exata,true,"Ouvi ontem o seu líder parlamentar [Carlos César], esqueceu-se de lhe dar a indicação, a dizer que chumbaria a nossa iniciativa de mecanismo extrajudicial para ajudar as pessoas que mais precisavam. P"
449812424330018343,dup_nova_near,fake,Confira o nosso desmentido em vídeo:
40407271700354959,dup_v1_exata,fake,"Se Hitler matou 6 milhões, Stalin matou mais de 100 milhões de pessoas."
745240025414380094,dup_v1_exata,fake,As crianças estavam brincando com o celular no banco traseiro enquanto o pai enchia o tanque na bomba de gasolina.
481327819920890834,dup_nova_near,fake,Assista ao nosso recado sobre celulares que explodem e fotos de pessoas mortas e compartilhe:
663233425288320674,dup_nova_near,fake,Confira o desmentido sobre esse tipo de boato em vídeo ﻿
672405551125345547,dup_nova_near,fake,Confira o desmentido em vídeo ﻿
915578740217566612,dup_nova_near,fake,Confira o desmentido em vídeo: ﻿
1050629376226923830,dup_nova_near,fake,Confira o nosso desmentido em vídeo
480984492783719041,dup_nova_near,fake,Confira o desmentido sobre esse tipo de boato em vídeo ﻿
67209032402730702,dup_nova_near,fake,Confira o desmentido em vídeo:
957828964488612926,dup_nova_near,fake,Confira o nosso desmentido em vídeo
238292473870527854,dup_nova_near,fake,Confira também o nosso desmentido em vídeo:
1060262826518587116,dup_nova_near,fake,Confira o desmentido em vídeo:
522797887803147583,dup_nova_near,fake,Assista ao desmentido em vídeo ﻿
187959391499044081,dup_v1_exata,fake,"Seria a sequência natural da vitória da EMA, a aproximação do Infarmed. Um dos critérios importantes era a proximidade entre a agência europeia e as agências nacionais. Sim, [a ideia estava prevista h"
743922209820949917,dup_v1_exata,fake,"""Quem não fizer a biometria eleitoral terá de pagar multa de R$ 150"""
79483710080697865,dup_v1_exata,true,Criámos 242 mil postos de trabalhos e há menos 202 mil desempregados. Isto significa que há mais pessoas na população ativa e o número de desencorajados tem vindo a reduzir-se
362930254150918046,dup_nova_near,fake,Vídeo explica quais são as chances de um tsunami ocorrer no Brasil. Confira! ﻿
174840495030425673,dup_nova_near,fake,Assista ao nosso recado sobre celulares que explodem e fotos de pessoas mortas e compartilhe:
183770120711369271,dup_nova_near,fake,"Confira dica para não cair, nunca mais, em boatos de mortes de celebridades: ﻿"
401118439687041242,dup_nova_near,fake,Assista ao nosso desmentido em vídeo
350378028660766535,dup_v1_exata,fake,Pepsi vai usar Bolsonaro nas latas após campanha da Coca com Pabllo Vittar
1139638344998734833,dup_nova_near,fake,Confira o desmentido em vídeo:
691841028903850573,dup_nova_near,fake,Confira o desmentido em vídeo ﻿
495295708032178565,dup_nova_near,fake,Confira o nosso desmentido em vídeo
656324108942136034,dup_v1_exata,fake,"""Criminosos estão usando dados do Uber? É possível hackear o aplicativo?"""
448494749633238419,dup_nova_near,fake,"Assista: Equipe do Boatos.org escolhe em vídeo, os dez principais boatos de 2017"
326811069781184724,dup_nova_near,fake,Confira o desmentido em vídeo: ﻿
684464535962372082,dup_nova_near,fake,"Assista: Equipe do Boatos.org escolhe em vídeo, os dez principais boatos de 2017"
857127212996125717,dup_nova_near,fake,"Assista: Equipe do Boatos.org escolhe em vídeo, os dez principais boatos de 2017"
194722561903834165,dup_nova_near,fake,"Assista: Equipe do Boatos.org escolhe em vídeo, os dez principais boatos de 2017"
1005083271730497980,dup_nova_near,fake,"Assista: Equipe do Boatos.org escolhe em vídeo, os dez principais boatos de 2017"
970632924206381217,dup_nova_near,fake,Confira o desmentido no vídeo abaixo: ﻿
1027027478903342976,dup_nova_near,fake,Confira o desmentido em vídeo:
981276813312683269,dup_nova_near,fake,Confira o desmentido em vídeo:
603638430804640294,dup_nova_near,fake,Confira também: 8 fake news sobre alertas de golpes na internet ﻿
71958002765140815,dup_v1_exata,true,"O que estamos denunciando é que o impedimento de Lula seria uma fraude nas eleições. [O boicote] é uma coisa que não está sendo oficialmente discutida ainda, mas vai caminhar para isso se ele for impe"
610296216320076036,dup_nova_near,fake,Atenção: cuidado com vídeos que falam de famosos em performances incríveis ﻿
489339069246947867,dup_nova_near,fake,Confira o desmentido em vídeo: ﻿
970593726806231529,dup_nova_near,fake,Atenção! Textos falsos atribuídos a Arnaldo Jabor e Alexandre Garcia sempre circulam na web. Saiba quando desconfiar: ﻿
716947574627339999,dup_v1_exata,fake,Disseram que o indulto beneficiaria presos na Operação Lava Jato. E não se mostra um réu da Lava Jato que seria beneficiado.
1119537911576270517,dup_nova_near,fake,Confira o desmentido em vídeo:
931297931953613114,dup_nova_near,fake,"Confira dica para não cair, nunca mais, em boatos de mortes de celebridades: ﻿"
951246083630010010,dup_nova_near,fake,"Confira dica para não cair, nunca mais, em boatos de mortes de celebridades: ﻿"
197773353842777949,dup_v1_exata,fake,"Em todo o ano de 2004 e nos dez meses de 2005, período em que as restrições à posse e ao porte de arma vigoraram antes do referendo, mesmo com forte campanha de desarmamento,(...) os índices de homicí"
1010479420279672825,dup_nova_near,fake,Atenção! Textos falsos atribuídos a Arnaldo Jabor e Alexandre Garcia sempre circulam na web. Saiba quando desconfiar: ﻿
528662675081831658,dup_nova_near,fake,Confira o desmentido em vídeo
615812319047700673,dup_nova_near,fake,Confira o desmentido em vídeo:
313579395208030012,dup_nova_near,fake,Confira o desmentido em vídeo:
178578495114232002,dup_v1_exata,fake,"""Moro escreveu carta defendendo redução de Congresso e voto facultativo?"""
406240945227089134,dup_v1_exata,fake,Madonna vestiu roupa com estrela do PT em apoio a Lula
1047071813394558924,dup_v1_exata,fake,Brasil terá o inverno mais frio dos últimos 100 anos?
741416381199366819,dup_v1_exata,fake,"Da prisão, Lula lança filho como pré-candidato do PT à Presidência"
135763063182385962,dup_nova_near,fake,Confira o desmentido em vídeo:
933635938082440698,dup_nova_near,fake,Confira o desmentido em vídeo:
330060016942132447,dup_v1_exata,fake,Nenhum país do mundo moderno tem isso. Todos exaurem o julgamento de crime comum em dois graus.
92297436983401235,dup_v1_exata,fake,Entrevista à TV Bandeirantes
658851315147430668,dup_nova_near,fake,Confira o desmentido em vídeo: ﻿
1017336016200174908,dup_v1_exata,fake,Entrevista à TV Bandeirantes
638329547850730231,dup_v1_exata,fake,"""Banco Central anuncia aumento de 37% na conta de luz e de 14% na gasolina"""
927841394218133155,dup_nova_near,fake,Confira o desmentido em vídeo ﻿
323036596637435578,dup_nova_near,fake,Confira o desmentido em vídeo ﻿
975930859247428447,dup_nova_near,fake,Confira o desmentido em vídeo
752497813972795431,dup_nova_near,fake,Atenção! Textos falsos atribuídos a Arnaldo Jabor e Alexandre Garcia sempre circulam na web. Saiba quando desconfiar: ﻿
137814035140402506,dup_v1_exata,fake,"O déficit da Previdência é real, só que ele não é de R$ 180 bilhões; ele foi R$ 25 [bilhões], R$ 30 bilhões."
1062047165585083005,dup_nova_near,fake,Atenção! Textos falsos atribuídos a Arnaldo Jabor e Alexandre Garcia sempre circulam na web. Saiba quando desconfiar: ﻿
93656000864291456,dup_v1_exata,fake,Tive o carro roubado e estava na zona azul. Tenho direito a indenização? A culpa é da prefeitura?
321255962926926654,dup_nova_near,fake,Atenção: cuidado com vídeos que falam de famosos em performances incríveis ﻿
1034093347952239082,dup_v1_exata,fake,Colocar até 20 litros de combustível evita fraudes em postos
477626531685877209,dup_nova_near,fake,Beijo de Galvão Bueno e Patrícia Poeta na boca é pegadinha da web
949690629849476887,dup_nova_near,fake,Confira o desmentido em vídeo
445194077459546386,dup_v1_exata,fake,Paracetamol está infectado com vírus mortal Machupo
138706498607473144,dup_nova_near,fake,Alerta: tenha cuidado com mensagens que imputam crimes a mortos jovens em ações da polícia ﻿
697317003382877789,dup_v1_exata,fake,"""Caixa irá devolver mais de R$ 747 milhões para todos os cidadãos, mesmo para aqueles que não declaram o Imposto de Renda; agendamento dos saques podem ser feitos até dia 25/06/2018"""
657991644593274161,dup_nova_near,fake,Confira o desmentido em vídeo
1119735039272524638,dup_v1_exata,fake,"No Brasil inteiro, o ICMS do álcool é 18% ou 25%."
879730001246676364,dup_nova_near,fake,Confira o desmentido no vídeo abaixo: ﻿
54202566957060067,dup_nova_near,fake,Vídeo: cuidado com imagens de atrizes/atores que aparecem como estudantes/pesquisadores brilhantes ﻿
597885972761782939,dup_nova_near,fake,Confira o desmentido em vídeo ﻿
873882995435582507,dup_nova_near,fake,Confira o desmentido em vídeo: ﻿
648529436077684067,dup_nova_near,fake,Confira o desmentido em vídeo:
157192599657115338,dup_nova_near,fake,Foi divulgado o escândalo que todo mundo suspeitava
773425139845960039,dup_v1_exata,fake,"Colocamos aqui a Dronepol, a primeira polícia de drone do país. Oito drones de alta tecnologia vigiam a cidade 12 horas por dia e enviam imagem para o COPOM."
813546774784417401,dup_nova_near,fake,Confira o desmentido em vídeo:
920972043523616238,dup_v1_exata,fake,"Correios argentinos não lançaram selo ""Lula Libre"""
565266091445242368,dup_v1_exata,fake,Discurso de anúncio de candidatura de Jair Bolsonaro
169440512181780634,dup_v1_exata,fake,[O governo federal] não corrige a tabela do SUS há mais de 10 anos.
1032429030103486570,dup_v1_exata,fake,Geraldo Alckmin no programa Roda Viva
860036866709623779,dup_nova_near,fake,Confira o desmentido em vídeo: ﻿
954603595743590449,dup_nova_near,fake,Confira o desmentido em vídeo: ﻿
773919719846667180,dup_nova_near,fake,Confira o desmentido em vídeo: ﻿
334184220077654537,dup_v1_exata,fake,Está no site do governo: Lula doou R$ 25 milhões a grupos terroristas
833448196348656551,dup_v1_exata,fake,A gente era o país que tirou 40 milhões da pobreza. Agora já devolvemos todos para a pobreza.
